name,faction,id,ship,points,upgradecount,uselesscount,uselesscost,upgrade00,upgrade01,upgrade02,upgrade03,upgrade04,upgrade05,upgrade06,upgrade07,upgrade08,upgrade09,agility,hull,shields,attack,initiative,useless00,useless01,useless02,useless03
cubsfan4life,separatistalliance,dbs404,hyenaclassdroidbomber,41,3,0,0,iontorpedoes,discordmissiles,landingstruts,,,,,,,,2,5,0,2,4,,,,
cubsfan4life,separatistalliance,dfs311,vultureclassdroidfighter,23,0,0,0,,,,,,,,,,,2,3,0,2,1,,,,
CurtisBeatovich,scumandvillainy,talonbanecobra,kihraxzfighter,63,4,1,1,debrisgambit,homingmissiles,feedbackarray,delayedfuses,,,,,,,2,5,1,3,5,delayedfuses,,,
CurtisBeatovich,scumandvillainy,bobafett,firesprayclasspatrolcraft,107,3,0,0,magpulsewarheads,marauder,hansolo-gunner,,,,,,,,2,6,4,3,5,,,,
CurtisBeatovich,scumandvillainy,ndrusuhlak,z95af4headhunter,30,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
Dale Bennion,resistance,logisticsdivisionpilot,resistancetransport,47,4,1,1,primedthrusters,seasonednavigator,tacticalofficer,munitionsfailsafe,,,,,,,1,5,3,2,1,munitionsfailsafe,,,
Dale Bennion,resistance,kazudaxiono,fireball,57,4,0,0,snapshot,r1j5,contrabandcybernetics,kazsfireball,,,,,,,2,6,0,2,4,,,,
Dale Bennion,resistance,elloasty,t70xwing,62,3,0,0,integratedsfoils,patternanalyzer,blackone,,,,,,,,2,4,3,3,5,,,,
Dale Bennion,resistance,colossusstationmechanic,fireball,32,2,0,0,r5astromech,deadmansswitch,,,,,,,,,2,6,0,2,2,,,,
Dale Capron,rebelalliance,chewbacca,modifiedyt1300lightfreighter,103,5,0,0,protonrockets,hansolo,perceptivecopilot,tacticalscrambler,munitionsfailsafe,,,,,,1,8,5,3,4,,,,
Dale Capron,rebelalliance,kullbeesperado,t65xwing,64,4,0,0,deadmansswitch,squadleader,shieldupgrade,servomotorsfoils,,,,,,,2,4,3,3,4,,,,
Dale Capron,rebelalliance,sabinewren-tielnfighter,tielnfighter,32,2,0,0,marksmanship,electronicbaffle,,,,,,,,,3,3,0,2,3,,,,
Dale Cromwell,firstorder,ember,tiebainterceptor,58,1,0,0,outmaneuver,,,,,,,,,,3,2,2,3,4,,,,
Dale Cromwell,firstorder,lieutenantlehuse,tiesffighter,56,4,0,0,hotshotgunner,passivesensors,intimidation,advancedoptics,,,,,,,2,3,3,2,5,,,,
Dale Cromwell,firstorder,lieutenanttavson,upsilonclassshuttle,83,3,0,0,captainphasma,hyperspacetrackingdata,advancedoptics,,,,,,,,1,6,6,4,3,,,,
Damian Robinson,rebelalliance,redsquadronveteran,t65xwing,56,3,0,0,plasmatorpedoes,staticdischargevanes,servomotorsfoils,,,,,,,,2,4,2,3,3,,,,
Damian Robinson,rebelalliance,airencracken,z95af4headhunter,39,1,0,0,intimidation,,,,,,,,,,2,2,2,2,5,,,,
Damian Robinson,rebelalliance,ezrabridger-sheathipedeclassshuttle,sheathipedeclassshuttle,49,2,0,0,leiaorgana,phantom,,,,,,,,,2,4,1,2,3,,,,
Damian Robinson,rebelalliance,wedgeantilles,t65xwing,55,1,0,0,servomotorsfoils,,,,,,,,,,2,4,2,3,6,,,,
Dan Mercer,galacticempire,vizier,tiereaper,67,3,0,0,directorkrennic,darthvader,shieldupgrade,,,,,,,,1,6,3,3,2,,,,
Dan Mercer,galacticempire,deltasquadronpilot,tieddefender,78,2,0,0,heavylasercannon,magpulsewarheads,,,,,,,,,3,3,4,3,1,,,,
Dan Mercer,galacticempire,omicrongrouppilot,lambdaclasst4ashuttle,54,2,0,0,cienaree,informant,,,,,,,,,1,6,4,3,1,,,,
Dan Sunderland,rebelalliance,zeborrelios-tielnfighter,tielnfighter,24,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Dan Sunderland,rebelalliance,alexsandrkallus,vcx100lightfreighter,92,4,0,0,dorsalturret,seasonednavigator,ezrabridger,ghost,,,,,,,0,10,4,4,4,,,,
Dan Sunderland,rebelalliance,fennrau-sheathipedeclassshuttle,sheathipedeclassshuttle,53,3,0,0,crackshot,chopper,phantom,,,,,,,,2,4,1,2,6,,,,
Dan Sunderland,rebelalliance,lieutenantblount,z95af4headhunter,30,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
Dan Xuereb,galacticempire,imdaartestpilot,tiephphantom,53,2,2,8,firecontrolsystem,agilegunner,,,,,,,,,2,3,2,3,3,firecontrolsystem,agilegunner,,
Dan Xuereb,galacticempire,stormsquadronace,tieadvancedx1,51,2,0,0,homingmissiles,hullupgrade,,,,,,,,,3,4,2,2,3,,,,
Dan Xuereb,galacticempire,tempestsquadronpilot,tieadvancedx1,42,1,0,0,trajectorysimulator,,,,,,,,,,3,3,2,2,2,,,,
Dan Xuereb,galacticempire,duchess,tieskstriker,53,1,0,0,fifthbrother,,,,,,,,,,2,4,0,3,5,,,,
Daniel Leon,galacticempire,majorrhymer,tiesabomber,46,2,0,0,trickshot,clustermissiles,,,,,,,,,2,6,0,2,4,,,,
Daniel Leon,galacticempire,turrphennir,tieininterceptor,46,2,1,1,targetingcomputer,munitionsfailsafe,,,,,,,,,3,3,0,3,4,munitionsfailsafe,,,
Daniel Leon,galacticempire,vagabond,tieskstriker,41,1,0,0,proximitymines,,,,,,,,,,2,4,0,3,2,,,,
Daniel Leon,galacticempire,captainjonus,tiesabomber,66,3,0,0,protontorpedoes,magpulsewarheads,electronicbaffle,,,,,,,,2,6,0,2,4,,,,
Daniel lim,rebelalliance,jakefarrell,rz1awing,36,0,0,0,,,,,,,,,,,3,2,2,2,4,,,,
Daniel lim,rebelalliance,fennrau-sheathipedeclassshuttle,sheathipedeclassshuttle,50,0,0,0,,,,,,,,,,,2,4,1,2,6,,,,
Daniel lim,rebelalliance,herasyndulla-vcx100lightfreighter,vcx100lightfreighter,83,2,0,0,sawgerrera,tacticalscrambler,,,,,,,,,0,10,4,4,5,,,,
Daniel lim,rebelalliance,lieutenantblount,z95af4headhunter,30,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
Daniel Mahony,galacticempire,sigmasquadronace,tiephphantom,65,4,1,8,trickshot,firecontrolsystem,agilegunner,targetingcomputer,,,,,,,2,3,2,3,4,agilegunner,,,
Daniel Mahony,galacticempire,sabersquadronace,tieininterceptor,41,1,0,0,lonewolf,,,,,,,,,,3,3,0,3,4,,,,
Daniel Mahony,galacticempire,captainferoph,tiereaper,47,0,0,0,,,,,,,,,,,1,6,2,3,3,,,,
Daniel Mahony,galacticempire,vedfoslo,tieadvancedx1,47,1,0,0,passivesensors,,,,,,,,,,3,3,2,2,4,,,,
Daniel McCarthy,galacticrepublic,sinker,arc170starfighter,74,3,0,0,protontorpedoes,seasonednavigator,electronicbaffle,,,,,,,,1,6,3,3,3,,,,
Daniel McCarthy,galacticrepublic,saeseetiin,delta7aethersprite,68,2,0,0,precognitivereflexes,delta7b,,,,,,,,,2,3,3,3,4,,,,
Daniel McCarthy,galacticrepublic,bravoflightofficer,nabooroyaln1starfighter,54,3,0,0,firecontrolsystem,r2a6,protontorpedoes,,,,,,,,2,3,2,2,2,,,,
Daniel Smith,separatistalliance,darthmaul,sithinfiltrator,88,3,0,0,plasmatorpedoes,countdooku,scimitar,,,,,,,,1,6,4,3,5,,,,
Daniel Smith,separatistalliance,technounionbomber,hyenaclassdroidbomber,40,2,0,0,plasmatorpedoes,proximitymines,,,,,,,,,2,5,0,2,1,,,,
Daniel Smith,separatistalliance,feethanottrawautopilot,belbullab22starfighter,39,1,0,0,imperviumplating,,,,,,,,,,2,3,2,3,1,,,,
Daniel Smith,separatistalliance,separatistbomber,hyenaclassdroidbomber,33,1,0,0,drk1probedroids,,,,,,,,,,2,5,0,2,3,,,,
Daniel Sullivan,firstorder,firstorderprovocateur,tiebainterceptor,61,2,0,0,deuteriumpowercells,protonrockets,,,,,,,,,3,2,2,3,3,,,,
Daniel Sullivan,firstorder,midnight,tiefofighter,49,2,1,1,targetingsynchronizer,munitionsfailsafe,,,,,,,,,3,3,1,2,6,munitionsfailsafe,,,
Daniel Sullivan,firstorder,omegasquadronexpert,tiesffighter,40,1,0,0,shieldupgrade,,,,,,,,,,2,3,4,2,3,,,,
Daniel Sullivan,firstorder,lieutenantlehuse,tiesffighter,49,1,0,0,specialforcesgunner,,,,,,,,,,2,3,3,2,5,,,,
Daniel Wochnick,resistance,hansolo-scavengedyt1300,scavengedyt1300,70,1,0,0,lonewolf,,,,,,,,,,1,8,3,3,6,,,,
Daniel Wochnick,resistance,chewbacca-scavengedyt1300,scavengedyt1300,70,1,0,0,hotshotgunner,,,,,,,,,,1,8,3,3,4,,,,
Daniel Wochnick,resistance,resistancesympathizer,scavengedyt1300,60,0,0,0,,,,,,,,,,,1,8,3,3,2,,,,
Darin Schwarze,rebelalliance,bluesquadronscout,ut60duwing,50,2,0,0,leiaorgana,pivotwing,,,,,,,,,2,5,3,3,2,,,,
Darin Schwarze,rebelalliance,leebo,yt2400lightfreighter,101,3,1,3,targetingcomputer,outrider,feedbackarray,,,,,,,,2,6,4,4,3,targetingcomputer,,,
Darin Schwarze,rebelalliance,benthictwotubes,ut60duwing,46,1,0,0,pivotwing,,,,,,,,,,2,5,3,3,2,,,,
Dave Laffan,separatistalliance,precisehunter,vultureclassdroidfighter,29,2,0,0,homingmissiles,grapplingstruts,,,,,,,,,2,3,0,2,3,,,,
Dave Laffan,separatistalliance,generalgrievous,belbullab22starfighter,56,2,0,0,outmaneuver,soullessone,,,,,,,,,2,5,2,3,4,,,,
Dave Laffan,separatistalliance,dbs32c,hyenaclassdroidbomber,45,1,0,0,tv94,,,,,,,,,,2,5,0,2,3,,,,
Dave Laffan,separatistalliance,dfs311,vultureclassdroidfighter,23,0,0,0,,,,,,,,,,,2,3,0,2,1,,,,
Dave Laffan,separatistalliance,separatistdrone,vultureclassdroidfighter,22,1,0,0,grapplingstruts,,,,,,,,,,2,3,0,2,3,,,,
Dave Laffan,separatistalliance,precisehunter,vultureclassdroidfighter,23,0,0,0,,,,,,,,,,,2,3,0,2,3,,,,
David Burger ,rebelalliance,garvendreis-t65xwing,t65xwing,47,1,0,0,servomotorsfoils,,,,,,,,,,2,4,2,3,4,,,,
David Burger ,rebelalliance,lieutenantblount,z95af4headhunter,33,1,0,0,swarmtactics,,,,,,,,,,2,2,2,2,4,,,,
David Burger ,rebelalliance,norrawexley-btla4ywing,btla4ywing,47,1,0,0,r2d2,,,,,,,,,,1,6,2,2,5,,,,
David Burger ,rebelalliance,chopper,vcx100lightfreighter,70,1,0,0,firecontrolsystem,,,,,,,,,,0,10,4,4,2,,,,
David Chabot,galacticrepublic,anakinskywalker-nabooroyaln1starfighter,nabooroyaln1starfighter,58,3,0,0,passivesensors,r4p44,plasmatorpedoes,,,,,,,,2,3,2,2,4,,,,
David Chabot,galacticrepublic,sinker,arc170starfighter,59,1,0,0,informant,,,,,,,,,,1,6,3,3,3,,,,
David Chabot,galacticrepublic,swoop,v19torrentstarfighter,36,2,1,3,predator,targetingcomputer,,,,,,,,,2,5,0,2,3,targetingcomputer,,,
David Chabot,galacticrepublic,dineeellberger,nabooroyaln1starfighter,46,2,0,0,passivesensors,r4p17,,,,,,,,,2,3,2,2,3,,,,
David Feith,rebelalliance,bladesquadronveteran,asf01bwing,70,4,0,0,passivesensors,ioncannon,protontorpedoes,afterburners,,,,,,,1,4,4,3,3,,,,
David Feith,rebelalliance,kullbeesperado,t65xwing,52,2,0,0,shieldupgrade,servomotorsfoils,,,,,,,,,2,4,3,3,4,,,,
David Feith,rebelalliance,zeborrelios-tielnfighter,tielnfighter,24,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
David Feith,rebelalliance,braylenstramm,asf01bwing,52,0,0,0,,,,,,,,,,,1,4,4,3,4,,,,
David Rowley,scumandvillainy,hansolo,customizedyt1300lightfreighter,81,4,0,0,magpulsewarheads,maul,inertialdampeners,landosmillenniumfalcon,,,,,,,1,8,3,2,6,,,,
David Rowley,scumandvillainy,nomlumb,jumpmaster5000,48,2,0,0,advprotontorpedoes,l337,,,,,,,,,2,6,3,2,1,,,,
David Rowley,scumandvillainy,zuckuss,g1astarfighter,45,0,0,0,,,,,,,,,,,1,5,4,3,3,,,,
David Rowley,scumandvillainy,miningguildsurveyor,modifiedtielnfighter,23,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
David Secretain,scumandvillainy,blacksunsoldier,z95af4headhunter,28,1,0,0,cloakingdevice,,,,,,,,,,2,2,2,2,3,,,,
David Secretain,scumandvillainy,cartelexecutioner,m12lkimogilafighter,68,5,0,0,protontorpedoes,ionmissiles,r3astromech,feedbackarray,stealthdevice,,,,,,1,7,2,3,3,,,,
David Secretain,scumandvillainy,fennrau,fangfighter,71,1,0,0,fearless,,,,,,,,,,3,4,0,3,6,,,,
David Secretain,scumandvillainy,ndrusuhlak,z95af4headhunter,30,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
David Welman,scumandvillainy,talonbanecobra,kihraxzfighter,60,2,0,0,cloakingdevice,shieldupgrade,,,,,,,,,2,5,2,3,5,,,,
David Welman,scumandvillainy,spicerunner,hwk290lightfreighter,40,2,0,0,novicetechnician,staticdischargevanes,,,,,,,,,2,3,2,2,1,,,,
David Welman,scumandvillainy,koshkafrost,firesprayclasspatrolcraft,99,5,0,0,snapshot,heavylasercannon,magpulsewarheads,riggedcargochute,marauder,,,,,,2,6,4,3,3,,,,
DeDeKale,galacticrepublic,axe,v19torrentstarfighter,42,2,0,0,ionmissiles,afterburners,,,,,,,,,2,5,0,2,3,,,,
DeDeKale,galacticrepublic,macewindu,delta7aethersprite,66,2,0,0,brilliantevasion,delta7b,,,,,,,,,2,3,3,3,4,,,,
DeDeKale,galacticrepublic,matchstick,btlbywing,43,0,0,0,,,,,,,,,,,1,5,3,2,4,,,,
DeDeKale,galacticrepublic,anakinskywalker-nabooroyaln1starfighter,nabooroyaln1starfighter,47,1,0,0,iontorpedoes,,,,,,,,,,2,3,2,2,4,,,,
Derek Foglein,galacticempire,patrolleader,vt49decimator,94,6,1,2,novicetechnician,ministertua,skilledbombardier,clustermines,hullupgrade,dauntless,,,,,0,13,4,3,2,skilledbombardier,,,
Derek Foglein,galacticempire,whisper,tiephphantom,66,2,1,2,juke,firecontrolsystem,,,,,,,,,2,3,2,3,5,firecontrolsystem,,,
Derek Foglein,galacticempire,scarifbasepilot,tiereaper,39,0,0,0,,,,,,,,,,,1,6,2,3,1,,,,
Des Darklighter,galacticempire,captainkagi,lambdaclasst4ashuttle,71,3,0,0,agentkallus,darthvader,shieldupgrade,,,,,,,,1,6,5,3,4,,,,
Des Darklighter,galacticempire,mornakee,vt49decimator,94,4,1,3,trickshot,seventhsister,seismiccharges,targetingcomputer,,,,,,,0,12,4,3,4,targetingcomputer,,,
Des Darklighter,galacticempire,blacksquadronscout,tieskstriker,34,0,0,0,,,,,,,,,,,2,4,0,3,3,,,,
Dom Flannigan,firstorder,pettyofficerthanisson,upsilonclassshuttle,73,3,0,0,generalhux,ioncannon,firecontrolsystem,,,,,,,,1,6,6,4,1,,,,
Dom Flannigan,firstorder,starkillerbasepilot,upsilonclassshuttle,73,2,0,0,kyloren,stealthdevice,,,,,,,,,1,6,6,4,2,,,,
Dom Flannigan,firstorder,ember,tiebainterceptor,54,1,0,0,fanatical,,,,,,,,,,3,2,2,3,4,,,,
Dominick DiCarlo,galacticempire,vedfoslo,tieadvancedx1,50,1,0,0,magpulsewarheads,,,,,,,,,,3,3,2,2,4,,,,
Dominick DiCarlo,galacticempire,patrolleader,vt49decimator,84,2,0,0,fifthbrother,ionbombs,,,,,,,,,0,12,4,3,2,,,,
Dominick DiCarlo,galacticempire,lieutenantkestal,tieagaggressor,39,1,0,0,barragerockets,,,,,,,,,,2,4,1,2,4,,,,
Dominick DiCarlo,galacticempire,nightbeast,tielnfighter,25,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Don Walker,galacticrepublic,anakinskywalker,delta7aethersprite,70,2,0,0,heightenedperception,calibratedlasertargeting,,,,,,,,,3,3,1,2,6,,,,
Don Walker,galacticrepublic,goji,btlbywing,53,3,0,0,dorsalturret,ahsokatano,ionbombs,,,,,,,,1,5,3,2,2,,,,
Don Walker,galacticrepublic,padmeamidala,nabooroyaln1starfighter,45,0,0,0,,,,,,,,,,,2,3,2,2,4,,,,
Don Walker,galacticrepublic,redsquadronbomber,btlbywing,30,0,0,0,,,,,,,,,,,1,5,3,2,2,,,,
donfonni,galacticrepublic,bravoflightofficer,nabooroyaln1starfighter,48,2,0,0,firecontrolsystem,protontorpedoes,,,,,,,,,2,3,2,2,2,,,,
donfonni,galacticrepublic,luminaraunduli,delta7aethersprite,50,2,0,0,r4pastromech,calibratedlasertargeting,,,,,,,,,3,3,1,2,4,,,,
donfonni,galacticrepublic,wolffe,arc170starfighter,62,2,0,0,c3po-republic,veterantailgunner,,,,,,,,,1,6,3,3,4,,,,
donfonni,galacticrepublic,r2d2,btlbywing,35,0,0,0,,,,,,,,,,,1,5,3,2,2,,,,
Doug Howe,firstorder,rush,tievnsilencer,74,2,0,0,advancedoptics,protontorpedoes,,,,,,,,,3,4,2,3,2,,,,
Doug Howe,firstorder,holo,tiebainterceptor,68,3,0,0,swarmtactics,advancedoptics,magpulsewarheads,,,,,,,,3,2,2,3,5,,,,
Doug Howe,firstorder,captainphasma,tiesffighter,58,4,0,0,swarmtactics,concussionmissiles,hotshotgunner,passivesensors,,,,,,,2,3,3,2,4,,,,
Douglas Foglein,separatistalliance,066,sithinfiltrator,70,4,0,0,lonewolf,autoblasters,informant,ionbombs,,,,,,,1,6,4,3,3,,,,
Douglas Foglein,separatistalliance,skakoanace,belbullab22starfighter,49,2,0,0,tv94,soullessone,,,,,,,,,2,5,2,3,3,,,,
Douglas Foglein,separatistalliance,bombardmentdrone,hyenaclassdroidbomber,31,1,0,0,electronicbaffle,,,,,,,,,,2,5,0,2,3,,,,
Douglas Foglein,separatistalliance,separatistdrone,vultureclassdroidfighter,22,1,0,0,grapplingstruts,,,,,,,,,,2,3,0,2,3,,,,
Douglas Foglein,separatistalliance,haorchallprototype,vultureclassdroidfighter,25,1,0,0,discordmissiles,,,,,,,,,,2,3,0,2,1,,,,
Drew Brody,galacticempire,coloneljendon,lambdaclasst4ashuttle,58,3,0,0,tractorbeam,hullupgrade,st321,,,,,,,,1,7,4,3,3,,,,
Drew Brody,galacticempire,seventhsister,tieadvancedv1,56,2,0,0,hate,advancedsensors,,,,,,,,,3,2,2,2,4,,,,
Drew Brody,galacticempire,blacksquadronscout,tieskstriker,39,1,0,0,hullupgrade,,,,,,,,,,2,5,0,3,3,,,,
Drew Brody,galacticempire,alphasquadronpilot,tieininterceptor,42,2,0,0,shieldupgrade,targetingcomputer,,,,,,,,,3,3,1,3,1,,,,
DukeofHobbies,galacticrepublic,anakinskywalker-nabooroyaln1starfighter,nabooroyaln1starfighter,49,2,0,0,crackshot,r2astromech,,,,,,,,,2,3,2,2,4,,,,
DukeofHobbies,galacticrepublic,padmeamidala,nabooroyaln1starfighter,62,2,0,0,advancedsensors,r2astromech,,,,,,,,,2,3,2,2,4,,,,
DukeofHobbies,galacticrepublic,104thbattalionpilot,arc170starfighter,42,0,0,0,,,,,,,,,,,1,6,3,3,2,,,,
DukeofHobbies,galacticrepublic,barrissoffee,delta7aethersprite,45,1,0,0,c110p,,,,,,,,,,3,3,1,2,4,,,,
Dylan Emde,scumandvillainy,dalanoberos-starviperclassattackplatform,starviperclassattackplatform,79,4,1,3,outmaneuver,advancedsensors,iontorpedoes,targetingcomputer,,,,,,,3,4,1,3,4,targetingcomputer,,,
Dylan Emde,scumandvillainy,jakkugunrunner,quadrijettransferspacetug,37,3,2,1,primedthrusters,inertialdampeners,munitionsfailsafe,,,,,,,,2,5,0,2,1,inertialdampeners,munitionsfailsafe,,
Dylan Emde,scumandvillainy,l337-escapecraft,escapecraft,38,2,0,0,debrisgambit,landocalrissian-crew,,,,,,,,,2,2,2,2,2,,,,
Dylan Emde,scumandvillainy,binayrepirate,z95af4headhunter,23,1,0,0,inertialdampeners,,,,,,,,,,2,2,2,2,1,,,,
Dylan Emde,scumandvillainy,miningguildsurveyor,modifiedtielnfighter,23,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
E Cannon,resistance,edonkappehl,mg100starfortress,84,3,0,0,novicetechnician,rey-gunner,proximitymines,,,,,,,,1,9,3,3,3,,,,
E Cannon,resistance,logisticsdivisionpilot,resistancetransport,46,3,0,0,perceptivecopilot,r2ha,electronicbaffle,,,,,,,,1,5,3,2,1,,,,
E Cannon,resistance,redsquadronexpert,t70xwing,44,1,0,0,integratedsfoils,,,,,,,,,,2,4,3,3,3,,,,
E Cannon,resistance,bb8,resistancetransportpod,26,0,0,0,,,,,,,,,,,2,3,1,2,3,,,,
Ed Gold,rebelalliance,leebo,yt2400lightfreighter,88,2,0,0,clustermissiles,deadmansswitch,,,,,,,,,2,6,4,4,3,,,,
Ed Gold,rebelalliance,jakefarrell,rz1awing,45,2,0,0,juke,daredevil,,,,,,,,,3,2,2,2,4,,,,
Ed Gold,rebelalliance,wardensquadronpilot,btls8kwing,63,4,0,0,protontorpedoes,sabinewren,ionbombs,advancedslam,,,,,,,1,6,3,2,2,,,,
Eddie Preisser,rebelalliance,bluesquadronpilot,asf01bwing,47,1,0,0,ioncannon,,,,,,,,,,1,4,4,3,2,,,,
Eddie Preisser,rebelalliance,ap5,sheathipedeclassshuttle,39,1,0,0,leiaorgana,,,,,,,,,,2,4,1,2,1,,,,
Eddie Preisser,rebelalliance,mirandadoni,btls8kwing,51,2,0,0,proximitymines,seismiccharges,,,,,,,,,1,6,3,2,4,,,,
Eddie Preisser,rebelalliance,talasquadronpilot,z95af4headhunter,24,0,0,0,,,,,,,,,,,2,2,2,2,2,,,,
Eddie Preisser,rebelalliance,lieutenantblount,z95af4headhunter,36,1,0,0,magpulsewarheads,,,,,,,,,,2,2,2,2,4,,,,
Ellen Ce,scumandvillainy,zealousrecruit,fangfighter,41,0,0,0,,,,,,,,,,,3,4,0,3,1,,,,
Ellen Ce,scumandvillainy,kavil,btla4ywing,56,3,0,0,ioncannonturret,r4astromech,afterburners,,,,,,,,1,6,2,2,5,,,,
Ellen Ce,scumandvillainy,ndrusuhlak,z95af4headhunter,30,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
Ellen Ce,scumandvillainy,unkarplutt,quadrijettransferspacetug,47,3,0,0,patternanalyzer,ionbombs,afterburners,,,,,,,,2,5,0,2,2,,,,
Ellen Ce,scumandvillainy,blacksunsoldier,z95af4headhunter,24,0,0,0,,,,,,,,,,,2,2,2,2,3,,,,
eltwigg,rebelalliance,greensquadronpilot,rz1awing,38,2,0,0,predator,ionmissiles,,,,,,,,,3,2,2,2,3,,,,
eltwigg,rebelalliance,esegetuketu,btls8kwing,57,3,0,0,magpulsewarheads,seismiccharges,stealthdevice,,,,,,,,1,6,3,2,3,,,,
eltwigg,rebelalliance,corranhorn,ewing,72,1,0,0,collisiondetector,,,,,,,,,,3,3,3,3,5,,,,
eltwigg,rebelalliance,zeborrelios,attackshuttle,32,0,0,0,,,,,,,,,,,2,3,1,3,2,,,,
Eric Maynard,firstorder,longshot,tiefofighter,33,1,0,0,fanatical,,,,,,,,,,3,3,1,2,3,,,,
Eric Maynard,firstorder,starkillerbasepilot,upsilonclassshuttle,73,4,0,0,advancedoptics,captainphasma,freelanceslicer,tractorbeam,,,,,,,1,6,6,4,2,,,,
Eric Maynard,firstorder,tn3465,tiefofighter,33,1,0,0,patternanalyzer,,,,,,,,,,3,3,1,2,2,,,,
Eric Maynard,firstorder,firstorderprovocateur,tiebainterceptor,60,2,0,0,protonrockets,shieldupgrade,,,,,,,,,3,2,3,3,3,,,,
Eric Small,scumandvillainy,sarcoplank,quadrijettransferspacetug,42,2,0,0,patternanalyzer,informant,,,,,,,,,2,5,0,2,2,,,,
Eric Small,scumandvillainy,guri,starviperclassattackplatform,75,2,0,0,passivesensors,virago,,,,,,,,,3,4,2,3,5,,,,
Eric Small,scumandvillainy,blacksunenforcer,starviperclassattackplatform,45,0,0,0,,,,,,,,,,,3,4,1,3,2,,,,
Eric Small,scumandvillainy,landocalrissian-escapecraft,escapecraft,35,1,0,0,tacticalofficer,,,,,,,,,,2,2,2,2,4,,,,
Erik Sorensen,galacticrepublic,obiwankenobi,delta7aethersprite,72,4,0,0,predictiveshot,r4astromech,delta7b,electronicbaffle,,,,,,,2,3,3,3,5,,,,
Erik Sorensen,galacticrepublic,goldsquadrontrooper,v19torrentstarfighter,25,0,0,0,,,,,,,,,,,2,5,0,2,2,,,,
Erik Sorensen,galacticrepublic,shadowsquadronveteran,btlbywing,43,2,0,0,ioncannonturret,proximitymines,,,,,,,,,1,5,3,2,3,,,,
Erik Sorensen,galacticrepublic,ahsokatano,delta7aethersprite,52,3,1,1,instinctiveaim,r4p44,calibratedlasertargeting,,,,,,,,3,3,1,2,3,instinctiveaim,,,
Evan Damiano,separatistalliance,wattambor,belbullab22starfighter,56,3,1,3,k2b4,targetingcomputer,soullessone,,,,,,,,2,5,2,3,3,targetingcomputer,,,
Evan Damiano,separatistalliance,dfs311,vultureclassdroidfighter,35,3,0,0,concussionmissiles,grapplingstruts,hullupgrade,,,,,,,,2,4,0,2,1,,,,
Evan Damiano,separatistalliance,countdooku,sithinfiltrator,85,5,0,0,hate,jammingbeam,generalgrievous,staticdischargevanes,scimitar,,,,,,1,6,4,3,3,,,,
Evan Damiano,separatistalliance,precisehunter,vultureclassdroidfighter,24,1,0,0,grapplingstruts,,,,,,,,,,2,3,0,2,3,,,,
Evan Paul,firstorder,ember,tiebainterceptor,59,2,0,0,biohexacryptcodes,magpulsewarheads,,,,,,,,,3,2,2,3,4,,,,
Evan Paul,firstorder,avenger,tievnsilencer,64,2,0,0,biohexacryptcodes,protonrockets,,,,,,,,,3,4,2,3,3,,,,
Evan Paul,firstorder,lieutenanttavson,upsilonclassshuttle,76,2,1,1,kyloren,munitionsfailsafe,,,,,,,,,1,6,6,4,3,munitionsfailsafe,,,
Eyvan SALGADO,rebelalliance,roguesquadronescort,ewing,65,2,0,0,plasmatorpedoes,r3astromech,,,,,,,,,3,3,3,3,4,,,,
Eyvan SALGADO,rebelalliance,edriotwotubes,t65xwing,49,2,0,0,advprotontorpedoes,servomotorsfoils,,,,,,,,,2,4,2,3,2,,,,
Eyvan SALGADO,rebelalliance,lowhhrick,auzituckgunship,62,1,0,0,gnkgonkdroid,,,,,,,,,,1,6,2,3,3,,,,
Eyvan SALGADO,rebelalliance,banditsquadronpilot,z95af4headhunter,22,0,0,0,,,,,,,,,,,2,2,2,2,1,,,,
Frank Fengel,galacticempire,seventhsister,tieadvancedv1,59,1,0,0,supernaturalreflexes,,,,,,,,,,3,2,2,2,4,,,,
Frank Fengel,galacticempire,turrphennir,tieininterceptor,42,0,0,0,,,,,,,,,,,3,3,0,3,4,,,,
Frank Fengel,galacticempire,majorrhymer,tiesabomber,42,1,0,0,clustermissiles,,,,,,,,,,2,6,0,2,4,,,,
Frank Fengel,galacticempire,omicrongrouppilot,lambdaclasst4ashuttle,57,3,0,0,deathtroopers,shieldupgrade,st321,,,,,,,,1,6,5,3,1,,,,
Full-On,galacticempire,sabersquadronace,tieininterceptor,37,1,0,0,ruthless,,,,,,,,,,3,3,0,3,4,,,,
Full-On,galacticempire,sienarspecialist,tieagaggressor,36,2,0,0,protonrockets,dorsalturret,,,,,,,,,2,4,1,2,2,,,,
Full-On,galacticempire,scarifbasepilot,tiereaper,54,2,0,0,admiralsloane,staticdischargevanes,,,,,,,,,1,6,2,3,1,,,,
